,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
3628,,,19h46m01.77s,+49d27m26.2s,5920.0,1.04,1.06
3629,,,18h57m00.31s,+48d48m34.6s,5324.0,0.85,0.81
3630,,,19h29m18.86s,+49d39m12.7s,4848.0,0.78,0.73
3631,,,19h45m17.28s,+48d58m17.3s,5830.0,1.02,1.03
3632,,,19h11m25.85s,+48d46m26.8s,4128.0,0.59,0.57
3633,,,19h23m49.82s,+49d12m13.7s,4913.0,0.79,0.75
3634,,,19h08m13.68s,+49d02m45.7s,5579.0,0.94,0.91
3635,,,18h54m01.15s,+49d27m03.7s,4940.0,0.83,0.77
3636,,,19h33m09.19s,+48d48m41.8s,5695.0,1.01,1.2
3637,,,19h23m24.43s,+48d31m16.8s,6059.0,1.23,1.64
3638,,,19h23m53.62s,+45d17m25.1s,5436.0,,0.89
3639,,,19h23m53.62s,+45d17m25.1s,5436.0,,0.89
3640,,,19h23m53.62s,+45d17m25.1s,5436.0,,0.89
3641,,,19h23m53.62s,+45d17m25.1s,5436.0,,0.89
3642,,,19h32m20.27s,+48d34m31.4s,5932.0,1.06,1.09
3643,,,19h38m43.27s,+49d08m24.6s,5455.0,0.89,0.85
3644,,,19h49m33.98s,+48d33m38.5s,6100.0,1.19,1.16
3645,,,18h55m44.84s,+49d06m37.2s,6350.0,1.3,1.55
3646,,,19h33m24.31s,+43d08m04.7s,6179.0,1.17,1.27
3647,,,19h40m22.80s,+43d32m15.3s,5835.0,1.03,1.03
3648,,,19h18m24.92s,+46d18m53.8s,5535.0,0.96,0.93
3649,,,19h38m31.77s,+43d24m01.7s,5773.0,0.99,0.99
3650,,,19h15m23.67s,+51d12m32.6s,5653.0,0.96,0.91
3651,,,19h06m58.05s,+43d11m24.4s,5020.0,0.81,0.77
3652,,,19h42m18.54s,+46d15m17.1s,5836.0,1.04,1.06
3653,,,19h29m24.94s,+46d13m34.6s,5047.0,0.82,0.78
3654,,,19h51m07.02s,+46d29m33.9s,5333.0,0.88,0.84
3655,,,19h50m39.49s,+43d14m56.3s,5678.0,0.96,0.95
3656,,,19h00m13.70s,+46d19m14.4s,5754.0,1.0,1.0
3657,,,19h50m53.83s,+43d31m38.8s,5570.0,0.93,0.92
3658,,,19h20m29.36s,+43d05m08.0s,4751.0,0.75,0.71
3659,,,19h09m08.48s,+51d14m59.9s,5541.0,0.92,0.91
3660,,,18h49m27.24s,+46d40m30.9s,5614.0,0.93,0.89
3661,,,19h17m41.90s,+50d59m38.8s,5664.0,0.97,0.95
3662,89.274,0.729,19h51m40.05s,+46d57m54.5s,5600.0,1.1,1.82
3663,89.588,0.152,19h51m40.05s,+46d57m54.5s,5600.0,1.1,1.82
3664,,,19h41m36.61s,+50d28m43.1s,5857.0,1.01,1.02
3665,,,19h38m06.51s,+43d22m05.4s,5993.0,1.11,1.14
3666,,,19h41m40.19s,+43d36m20.3s,5902.0,1.05,1.08
3667,,,19h45m36.77s,+51d16m16.8s,6163.0,1.18,1.27
3668,,,19h39m49.65s,+43d00m51.6s,6020.0,1.09,1.13
3669,,,19h49m12.31s,+43d08m30.8s,5958.0,1.06,1.11
3670,,,18h53m54.77s,+43d23m01.6s,5060.0,0.81,0.77
3671,,,19h19m26.19s,+46d31m21.6s,5261.0,0.85,0.81
3672,,,19h01m11.09s,+46d36m12.4s,5044.0,0.81,0.77
3673,,,19h43m13.58s,+50d54m35.3s,5792.0,1.02,1.02
3674,89.0,,19h24m35.54s,+40d40m09.9s,5466.0,0.99,0.9
3675,,,18h47m53.10s,+43d40m22.0s,6761.0,1.46,1.74
3676,,,19h15m58.22s,+46d40m14.7s,5961.0,1.06,1.09
3677,,,19h38m35.97s,+43d20m08.1s,5476.0,0.9,0.87
3678,,,19h05m44.08s,+50d18m01.2s,6116.0,1.06,1.09
3679,,,19h30m20.27s,+49d55m23.4s,5715.0,1.0,0.94
3680,,,19h14m38.77s,+49d44m13.9s,6187.0,1.21,1.35
3681,,,19h05m05.22s,+43d35m42.8s,6098.0,1.1,1.16
3682,,,19h20m21.79s,+39d49m01.2s,6194.0,1.19,1.29
3683,,,19h20m21.79s,+39d49m01.2s,6194.0,1.19,1.29
3684,,,19h42m05.09s,+49d44m19.1s,5875.0,0.97,0.9
3685,,,19h25m52.16s,+50d45m34.2s,5961.0,1.14,1.25
3686,,,19h13m44.58s,+43d45m48.6s,5954.0,1.09,1.13
3687,,,19h24m20.11s,+40d21m18.9s,5887.0,1.06,1.07
3688,,,18h52m31.11s,+43d53m17.7s,4747.0,0.75,0.72
3689,,,18h59m51.13s,+43d54m46.8s,5820.0,1.0,0.99
3690,,,19h14m56.18s,+46d56m21.8s,5603.0,0.87,0.85
3691,,,19h17m09.76s,+51d24m32.0s,4315.0,0.65,0.61
3692,,,18h49m45.40s,+43d44m04.1s,5262.0,0.84,0.81
3693,,,19h22m20.84s,+51d41m45.0s,5839.0,1.03,1.04
3694,,,19h06m20.49s,+46d52m15.3s,4223.0,0.65,0.62
3695,,,19h49m55.82s,+40d40m50.8s,5595.0,0.93,0.91
3696,88.982,0.42,19h02m17.76s,+38d24m03.2s,5774.0,1.02,0.96
3697,89.188,0.31,19h02m17.76s,+38d24m03.2s,5774.0,1.02,0.96
3698,,,19h02m17.76s,+38d24m03.2s,5774.0,1.02,0.96
3699,89.2,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
3700,,,19h44m42.55s,+46d59m56.5s,4836.0,0.78,0.73
3701,,,19h24m36.71s,+40d53m15.0s,4184.0,0.59,0.57
3702,,,19h18m55.61s,+46d57m13.8s,5647.0,0.95,0.93
3703,,,19h15m05.04s,+40d39m51.0s,5682.0,0.98,0.97
3704,,,19h15m05.04s,+40d39m51.0s,5682.0,0.98,0.97
3705,,,19h15m17.50s,+40d23m20.6s,6160.0,1.16,1.25
3706,,,19h20m12.27s,+46d42m48.1s,5461.0,0.95,0.86
3707,,,19h25m37.33s,+40d07m31.8s,6035.0,1.06,1.02
3708,,,19h01m54.38s,+41d37m57.9s,6106.0,1.08,1.38
3709,,,19h41m17.40s,+39d22m35.3s,5973.0,1.11,1.12
3710,,,19h18m01.53s,+45d22m15.6s,6154.0,1.17,1.23
3711,69.68,0.4,19h02m41.49s,+44d07m00.2s,4550.0,1.31,6.3
3712,,,19h44m11.37s,+42d44m34.8s,6230.0,1.26,1.5
3713,,,19h54m21.40s,+40d45m02.5s,6112.0,1.34,1.99
3714,,,19h52m26.69s,+41d45m30.0s,5998.0,1.07,1.11
3715,,,19h50m19.95s,+41d57m08.8s,4687.0,0.63,0.61
3716,,,19h21m38.88s,+44d53m57.6s,5877.0,1.1,1.15
3717,,,19h22m22.10s,+45d44m13.7s,6173.0,1.21,1.38
3718,,,19h23m56.00s,+45d58m23.9s,5248.0,0.85,0.81
3719,,,19h56m12.30s,+47d56m57.4s,5418.0,0.8,0.76
3720,,,19h52m48.17s,+48d16m04.2s,6028.0,1.11,1.14
3721,,,19h52m27.55s,+48d29m39.9s,6113.0,1.15,1.21
3722,,,19h16m20.65s,+41d33m46.6s,5883.0,,1.53
3723,,,19h16m20.65s,+41d33m46.6s,5883.0,,1.53
3724,,,19h16m20.65s,+41d33m46.6s,5883.0,,1.53
3725,,,18h57m11.27s,+49d09m31.2s,5403.0,0.89,0.85
3726,,,18h57m11.27s,+49d09m31.2s,5403.0,0.89,0.85
3727,,,18h58m27.89s,+49d11m26.9s,5663.0,0.93,0.91
3728,,,18h58m55.55s,+49d31m59.5s,5671.0,0.95,0.93
3729,,,19h36m41.06s,+40d03m18.6s,5988.0,1.11,1.26
3730,,,19h22m40.44s,+40d23m51.8s,6167.0,1.14,1.23
3731,,,19h20m25.57s,+40d29m26.4s,4673.0,0.77,0.72
3732,,,19h18m43.04s,+40d42m01.7s,5806.0,1.01,1.01
3733,,,19h17m32.04s,+41d23m33.7s,5743.0,0.99,0.99
3734,,,19h19m40.97s,+41d32m34.2s,4700.0,0.73,0.7
3735,,,19h53m55.47s,+41d36m55.2s,5869.0,1.01,1.02
3736,89.18,,19h25m40.39s,+38d40m20.5s,5669.0,1.09,0.98
3737,,,19h25m40.39s,+38d40m20.5s,5669.0,1.09,0.98
3738,,,19h53m15.47s,+42d14m50.8s,6335.0,1.25,1.4
3739,,,19h48m31.83s,+42d46m05.7s,5241.0,0.86,0.81
3740,,,19h47m48.49s,+43d16m19.1s,5331.0,0.87,0.84
3741,,,19h18m16.48s,+43d32m19.0s,5346.0,0.87,0.84
3742,,,19h21m09.23s,+43d45m19.2s,5001.0,0.81,0.77
3743,,,19h40m05.20s,+46d37m09.2s,4830.0,0.78,0.73
3744,,,19h34m18.66s,+46d44m10.8s,5482.0,0.92,0.89
3745,,,19h36m40.51s,+46d42m52.6s,6095.0,1.15,1.22
3746,,,19h36m40.51s,+46d42m52.6s,6095.0,1.15,1.22
3747,,,19h39m09.39s,+46d59m02.4s,5533.0,0.92,0.89
3748,,,19h35m27.75s,+47d01m36.6s,5471.0,0.88,0.85
3749,,1.45,18h44m46.74s,+47d29m49.7s,4781.0,0.81,0.76
3750,,,18h44m46.74s,+47d29m49.7s,4781.0,0.81,0.76
3751,,,19h36m57.91s,+47d16m33.5s,5769.0,0.97,0.96
3752,,,19h37m18.33s,+47d13m03.4s,5539.0,0.89,0.86
3753,,,19h39m49.23s,+44d08m59.3s,4861.0,0.81,0.75
3754,,,18h57m05.75s,+41d32m06.1s,5612.0,0.93,0.91
3755,,,19h34m24.30s,+42d22m47.1s,5409.0,0.86,0.83
3756,,,19h25m04.74s,+42d05m45.8s,5718.0,0.97,0.97
3757,,,20h03m43.11s,+44d01m43.6s,5665.0,0.94,0.93
3758,,,19h37m28.01s,+42d15m09.6s,5508.0,0.9,0.87
3759,,,19h33m12.06s,+41d31m24.0s,5679.0,0.96,0.94
3760,,,19h54m25.89s,+46d27m13.3s,5403.0,0.89,0.86
3761,,1.71,18h57m55.79s,+44d23m52.9s,5699.0,1.08,1.41
3762,,,19h11m49.58s,+41d07m49.2s,5857.0,1.02,1.02
3763,,,19h10m57.01s,+38d06m52.4s,4834.0,0.77,0.73
3764,,,19h01m29.27s,+41d59m38.1s,5730.0,1.0,0.99
3765,,,19h15m53.20s,+44d37m28.3s,5416.0,0.95,0.99
3766,,,19h15m53.20s,+44d37m28.3s,5416.0,0.95,0.99
3767,,,19h43m26.25s,+47d56m22.2s,4990.0,0.82,0.76
3768,,,19h13m53.15s,+40d16m11.3s,5350.0,0.89,0.84
3769,,,19h30m07.39s,+49d03m42.1s,6040.0,1.1,1.15
3770,,,19h20m37.52s,+48d49m08.4s,4963.0,0.81,0.75
3771,,,19h09m01.60s,+46d04m00.4s,5421.0,0.91,0.86
3772,,,19h28m41.08s,+40d48m41.0s,7005.0,1.6,2.01
3773,,2.26,19h48m16.71s,+40d31m30.5s,5690.0,1.0,1.02
3774,,,18h45m49.72s,+46d44m47.3s,4755.0,0.77,0.72
3775,,,18h48m08.52s,+43d37m52.6s,5582.0,0.96,0.9
3776,,,19h41m15.15s,+46d14m15.0s,5478.0,0.93,0.86
3777,,,19h47m00.71s,+45d02m28.0s,5461.0,0.91,0.87
3778,,,19h41m12.02s,+40d33m23.7s,5427.0,0.93,0.84
3779,,,19h54m03.68s,+41d53m28.3s,5886.0,1.05,1.15
3780,,,19h49m04.94s,+50d07m18.5s,5840.0,1.02,1.02
3781,,,19h06m13.94s,+38d24m19.3s,5178.0,0.84,0.8
3782,,,19h06m13.94s,+38d24m19.3s,5178.0,0.84,0.8
3783,,,19h02m24.61s,+50d06m43.3s,4598.0,0.76,0.7
3784,,,19h02m24.61s,+50d06m43.3s,4598.0,0.76,0.7
3785,,,19h13m29.40s,+47d56m00.8s,5214.0,0.92,0.82
3786,,,19h13m29.40s,+47d56m00.8s,5214.0,0.92,0.82
3787,,5.44,19h09m18.39s,+48d40m24.4s,5779.0,0.94,0.98
3788,,,19h09m18.39s,+48d40m24.4s,5779.0,0.94,0.98
3789,,,19h18m30.06s,+40d42m31.4s,4511.0,0.7,0.67
3790,,,18h56m22.70s,+41d10m58.2s,5431.0,0.88,0.85
3791,,,19h43m18.89s,+43d25m31.8s,6146.0,1.15,1.22
3792,,,19h20m39.66s,+49d55m25.9s,5213.0,0.86,0.78
3793,,,19h00m03.14s,+40d13m14.7s,3687.0,0.52,0.5
3794,,,19h22m11.65s,+38d29m43.0s,4897.0,0.8,0.75
3795,,,19h19m28.71s,+46d43m46.9s,5232.0,0.87,0.83
3796,,,19h26m03.89s,+42d14m53.5s,5315.0,0.87,0.83
3797,,,19h06m50.57s,+43d02m36.4s,6002.0,1.07,1.09
3798,,,20h01m29.11s,+46d24m29.8s,5310.0,0.87,0.83
3799,,2.18,19h02m38.80s,+37d57m52.2s,5539.0,0.99,1.11
3800,,,19h38m27.12s,+45d03m36.6s,5935.0,1.05,1.06
3801,,,19h16m59.74s,+47d39m00.4s,5718.0,0.98,0.96
3802,,,19h13m40.24s,+46d35m25.5s,6139.0,1.16,1.29
3803,,,19h00m24.97s,+45d00m29.4s,6052.0,1.13,1.08
3804,,,19h47m50.13s,+46d23m38.9s,5610.0,0.96,0.93
3805,,,19h20m34.63s,+44d02m59.8s,5434.0,0.91,0.85
3806,,,19h32m22.56s,+42d53m47.2s,5642.0,0.96,0.98
3807,,,19h17m38.66s,+46d07m51.1s,5637.0,0.97,0.91
3808,,,19h22m50.01s,+42d14m14.1s,4005.0,0.55,0.53
3809,,,18h46m19.90s,+47d14m01.1s,5074.0,0.82,0.78
3810,,10.9,19h49m24.96s,+41d18m00.2s,4782.0,0.79,0.73
3811,,,19h51m45.17s,+46d52m53.0s,5948.0,1.05,1.08
3812,,,19h51m45.17s,+46d52m53.0s,5948.0,1.05,1.08
3813,,,19h48m21.76s,+49d37m35.7s,4392.0,0.64,0.61
3814,,,18h57m43.27s,+47d38m30.4s,4944.0,0.8,0.74
3815,,,19h30m27.38s,+44d23m40.8s,3843.0,0.57,0.54
3816,,,19h16m17.33s,+47d24m25.5s,3934.0,0.56,0.54
3817,,,18h58m27.77s,+39d07m51.7s,5206.0,0.83,0.8
3818,,,19h27m39.07s,+41d32m01.0s,6014.0,1.09,1.14
3819,,,19h16m56.01s,+49d56m20.2s,6150.0,1.22,1.56
3820,,,19h47m01.00s,+49d12m31.5s,6058.0,1.12,1.18
3821,,,19h58m38.51s,+46d11m54.3s,6237.0,1.29,1.65
3822,85.5,9.6,23h20m07.53s,-60d03m54.7s,3800.0,0.62,0.6
3823,,12.7,08h18m07.62s,-68d18m46.80s,3412.0,0.31,0.31
3824,,5.4,08h18m07.62s,-68d18m46.80s,3412.0,0.31,0.31
3825,,3.3,08h18m07.62s,-68d18m46.80s,3412.0,0.31,0.31
3826,89.89,7.5,00h44m59.34s,-15d16m17.5s,3216.0,0.18,0.21
3827,89.92,4.7,00h44m59.34s,-15d16m17.5s,3216.0,0.18,0.21
3828,88.125,,06h04m20.36s,-55d18m46.8s,3643.0,0.5,0.5
3829,88.5,,22h41m58.10s,-69d10m08.4s,3036.0,0.15,0.19
3830,87.3,,11h02m45.96s,-16d24m22.29s,2960.0,0.14,0.17
3831,89.55,,11h02m45.96s,-16d24m22.29s,2960.0,0.14,0.17
3832,,,21h16m27.28s,+02d34m51.39s,3475.0,0.43,0.43
3833,89.4,4.4,03h01m51.39s,-16d35m36.1s,3337.0,0.26,0.28
3834,87.1,6.1,10h18m34.78s,-11d43m04.08s,3331.0,0.4,0.37
3835,89.18,3.9,10h18m34.78s,-11d43m04.08s,3331.0,0.4,0.37
3836,76.39,1.536,23h54m40.21s,-37d37m40.5s,5443.0,0.77,0.95
3837,50.0,,04h39m17.80s,+22d21m03.5s,,,
3838,50.0,,04h39m17.80s,+22d21m03.5s,,,
3839,88.3,1.4,15h30m18.62s,-42d58m47.7s,5000.0,0.87,0.82
3840,87.0,1.5,21h10m12.37s,+10d44m19.9s,7554.0,1.72,2.1
3841,88.5,,09h50m19.20s,-66d06m49.89s,7800.0,1.75,1.92
3842,,,18h08m03.80s,-27d09m00.3s,,0.06,
3843,,,18h09m41.98s,-29d13m27.0s,,0.3,
3844,,,17h54m14.53s,-34d46m41.0s,,0.21,
3845,,,17h58m49.44s,-30d11m49.0s,,0.56,
3846,,,17h48m01.95s,-35d00m19.5s,,0.56,
3847,,,18h06m58.13s,-26d49m10.9s,,0.38,
3848,52.0,,17h53m50.79s,-33d59m25.2s,,0.19,
3849,,,18h10m11.34s,-26d31m22.6s,,0.16,
3850,,,18h07m49.67s,-25d20m40.7s,,0.58,
3851,,,17h57m59.12s,-30d42m54.6s,,0.11,
3852,,,18h05m12.94s,-27d17m35.6s,,0.18,
3853,,,18h06m07.44s,-31d27m16.1s,5950.0,0.67,
3854,,,18h03m24.96s,-29d12m48.3s,,0.75,
3855,,,18h00m23.48s,-31d14m42.9s,,0.12,
3856,,,17h55m28.29s,-29d10m14.4s,,0.15,
3857,,,17h55m39.35s,-28d28m36.6s,,0.86,
3858,,,18h04m53.60s,-27d13m15.4s,,0.39,
3859,,,18h01m46.31s,-29d06m31.6s,,0.49,
3860,,,17h52m34.34s,-32d02m24.3s,,0.1,
3861,,,17h58m42.85s,-29d23m53.7s,,0.03,
3862,,,18h07m47.69s,-28d10m13.0s,,0.01,
3863,,,18h05m53.70s,-27d42m51.4s,,0.29,
3864,,,17h54m58.13s,-29d45m01.7s,,0.15,
3865,,,17h27m10.20s,-29d47m38.3s,,0.75,
3866,,,17h57m30.23s,-29d44m11.63s,,0.03,
3867,,,17h02m06.54s,-29d56m44.1s,,1.98,
3868,,,08h49m56.82s,+11d41m32.9s,4284.0,9.06,39.59
3869,,,08h51m17.48s,+11d45m22.7s,4200.0,1.37,
3870,,,08h51m00.81s,+11d48m52.8s,5780.0,1.01,
3871,,,08h51m00.77s,+11d53m11.5s,5725.0,0.96,
3872,,,08h51m19.05s,+11d40m15.7s,6165.0,1.14,
3873,85.27,0.42,05h30m51.45s,-36d37m50.8s,3916.0,0.62,0.57
3874,,1.43,06h07m29.3472s,-25d35m41.6268s,4600.0,0.7,0.7
3875,89.16,0.78,01h34m05.15s,-14d25m08.9s,5050.0,0.86,0.83
3876,88.5,0.226,14h20m29.49s,-31d12m07.5s,6478.0,1.64,1.7
3877,89.56,0.31,06h17m46.75s,-35d42m23.0s,5600.0,1.02,0.93
3878,82.5,3.45,05h58m23.76s,-30d48m42.49s,5143.0,0.75,0.84
3879,86.6,,14h44m13.9842s,+05d36m19.347s,4987.0,0.66,0.74
3880,78.231,0.711,05h03m10.90s,-30d23m57.6420s,4730.0,0.77,0.75
3881,86.9,0.89,21h55m54.2s,-14d04m05.85s,5241.0,0.89,0.98
3882,84.1,2.93,09h27m41.0s,-19d20m50.33s,6330.0,1.34,1.38
3883,,,15h52m56.13s,+12d54m44.7s,57000.0,0.54,
3884,,,15h52m56.13s,+12d54m44.7s,57000.0,0.54,
3885,,,20h20m00.46s,+04d37m56.52s,40000.0,0.42,0.19
3886,,,13h38m48.15s,-02d01m49.1s,8868.67,,
3887,,,13h38m48.15s,-02d01m49.1s,8868.67,,
3888,,,18h05m16.35s,-28d53m42.0s,,0.63,
3889,,,17h50m09.77s,-34d40m23.5s,,0.46,
3890,,,18h06m05.32s,-30d43m57.5s,,0.69,
3891,,,17h54m19.19s,-30d22m38.3s,,0.22,
3892,,,17h52m34.51s,-30d05m16.0s,,0.51,
3893,64.0,,17h52m34.51s,-30d05m16.0s,,0.51,
3894,,,18h05m24.43s,-26d25m19.0s,,0.41,
3895,,,17h56m25.96s,-32d14m14.7s,,0.64,
3896,,,17h47m29.42s,-34d43m35.6s,,0.71,
3897,,,17h59m08.81s,-30d45m34.1s,,0.37,
3898,,,17h57m15.78s,-28d14m01.9s,,0.41,
3899,,,17h38m14.18s,-27d08m10.1s,,0.26,
3900,,,17h57m47.72s,-27d23m40.3s,,0.21,
3901,,,17h34m18.70s,-27d08m33.9s,,1.06,
3902,,,17h34m18.70s,-27d08m33.9s,,1.06,
3903,,,17h42m46.77s,-24d15m39.6s,,0.02,
3904,,,17h53m18.17s,-30d28m16.2s,,0.44,
3905,,,18h05m57.72s,-27d42m43.2s,,0.34,
3906,,,17h55m52.39s,-29d49m06.7s,,0.29,
3907,,,18h12m00.74s,-25d42m41.8s,,0.4,
3908,,,18h08m04.62s,-29d43m53.7s,,0.56,
3909,,,17h52m07.08s,-31d41m26.1s,,0.1,
3910,,,17h59m03.51s,-28d25m15.7s,,0.54,
3911,,,17h52m07.49s,-29d50m46.0s,,0.15,
3912,,,17h55m31.98s,-29d15m13.8s,,0.29,
3913,,,17h52m30.37s,-30d17m33.7s,,0.46,
3914,,,17h53m38.28s,-28d53m43.0s,,0.33,
3915,,,18h02m29.21s,-28d23m46.5s,,0.71,
3916,,,17h52m24.50s,-30d32m54.2s,,0.62,
3917,,,17h55m00.57s,-31d28m08.6s,,0.4,
3918,,,17h55m00.57s,-31d28m08.6s,,0.4,
3919,,,17h57m38.16s,-28d57m47.4s,,0.51,
3920,,,17h58m39.01s,-28d01m54.1s,,0.1,
3921,,,18h00m44.24s,-28d39m39.2s,,0.3,
3922,,,17h55m01.02s,-29d02m49.6s,,0.38,
3923,,,18h04m49.21s,-32d37m58.90s,,0.34,
3924,,,17h52m38.11s,-28d33m06.9s,,0.55,
3925,,,17h55m11.76s,-28d51m45.9s,,0.08,
3926,,,17h59m34.90s,-31d49m07.0s,,0.13,
3927,,,17h57m02.50s,-28d06m58.2s,,0.72,
3928,,,18h12m49.08s,-27d00m45.5s,,0.3,
3929,41.2,,17h58m52.30s,-27d36m48.8s,,0.88,
3930,,,17h55m23.50s,-30d12m26.1s,,0.08,
3931,,,17h42m23.31s,-33d45m35.2s,,0.1,
3932,,,17h51m52.95s,-29d16m16.9s,,0.4,
3933,,,17h57m19.06s,-31d57m06.2s,,0.25,
3934,,,17h55m59.92s,-29d51m47.3s,,0.56,
3935,,,17h56m11.73s,-30d31m42.1s,,0.2,
3936,,,17h47m31.93s,-24d31m21.6s,,0.21,
3937,,,17h53m07.29s,-30d14m44.6s,,0.23,
3938,,,18h01m16.65s,-28d27m43.1s,,0.04,
3939,,,17h56m13.33s,-29d11m56.7s,,0.23,
3940,,,17h55m00.27s,-32d00m59.51s,,0.12,
3941,,,18h08m42.47s,-29d50m08.9s,5912.0,1.0,
3942,,,17h56m03.36s,-29d04m58.4s,,0.18,
3943,,,17h56m03.36s,-29d04m58.4s,,0.18,
3944,,,17h59m49.45s,-28d31m43.1s,,0.42,
3945,90.0,0.4,17h51m28.25s,-29d52m34.9s,5950.0,1.14,1.17
3946,88.3,,10h53m17.91s,-61d24m20.3s,5040.0,0.85,0.83
3947,87.8,1.2,10h52m24.40s,-61d26m48.5s,4790.0,0.78,0.77
3948,83.4,0.85,10h50m34.72s,-61d57m25.9s,6210.0,1.3,1.32
3949,85.7,,11h09m18.71s,-61d05m42.9s,5924.0,1.14,1.14
3950,87.2,,10h40m14.39s,-62d27m20.2s,6325.0,1.33,1.64
3951,77.6,0.68,17h56m35.51s,-29d32m21.2s,6050.0,,
3952,79.8,,11h07m55.18s,-61d08m46.5s,6933.0,1.52,1.53
3953,,,16h22m25.21s,-24d05m13.9s,2375.0,0.02,
3954,140.0,,14h08m10.16s,-41d23m52.58s,3972.0,,
3955,132.0,,14h08m10.16s,-41d23m52.58s,3972.0,,
3956,90.05,,19h52m51.63s,+39d57m18.4s,6407.0,1.53,1.73
3957,89.83,,19h19m03.26s,+51d57m45.4s,5629.0,0.94,1.0
3958,88.06,,13h34m26.13s,-66d34m52.0s,4400.0,0.69,0.59
3959,,,03h32m59.373s,+54d34m43.49s,,1.44,
3960,50.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3961,53.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3962,47.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3963,,,16h23m38.22s,-26d31m53.7s,,1.35,
3964,,23.0,17h19m10.07s,-14d38m01.0s,4500.0,1.4,0.04
3965,,1.84,23h22m34.64s,-26d50m58.3s,,1.4,
3966,,,08h41m43.82s,+20d13m36.8s,6174.0,1.24,1.15
3967,,,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83
3968,,,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83
3969,,,14h29m42.95s,-62d40m46.1s,3050.0,0.12,0.14
3970,84.08,1.076,20h13m31.60s,+65d09m43.3s,5013.0,0.84,0.8
3971,85.87,0.248,18h57m46.537s,+69d34m15.01s,6124.0,1.16,1.25
3972,86.12,1.573,13h50m37.41s,-06d48m14.5s,4645.0,0.74,0.78
3973,86.8,4.0,23h56m36.48s,+36d12m46.7s,6007.0,1.15,1.27
3974,87.5,5.1,00h19m26.22s,+44d01m39.5s,5215.0,0.9,0.85
3975,88.74,3.95,00h28m12.94s,+42d03m40.8s,5747.0,1.13,1.08
3976,86.01,,14h48m50.42s,+22d09m09.40s,5052.0,0.82,0.72
3977,89.0,0.502,23h54m03.63s,+37d01m18.57s,6387.0,1.41,1.56
3978,89.29,0.216,10h29m38.962s,+70d31m37.50s,5738.0,1.03,1.31
3979,89.23,1.43,10h42m59.543s,+60d57m50.83s,4309.0,0.72,0.7
3980,,,16h26m28.04s,-25d26m47.8s,3850.0,0.87,
3981,,,16h31m15.02s,-24d32m43.7s,,1.0,
3982,17.6,,04h21m05.56s,-48d39m07.1s,,0.44,
3983,,,11h47m44.40s,+00d48m16.4s,3192.0,0.17,0.2
3984,,,13h00m46.58s,+12d22m32.6s,3621.0,0.49,0.63
3985,,,16h27m19.51s,-24d41m40.4s,,,
3986,,,17h59m02.00s,-29d11m53.5s,,1.1,1.45
3987,,,17h58m53.92s,-29d11m20.6s,,1.24,1.18
3988,,,04h18m51.70s,+17d23m16.6s,4620.0,1.04,1.17
3989,,,05h07m42.64s,+24d47m55.5s,,0.25,
3990,87.98,,19h05m30.24s,-41d26m15.49s,4250.0,0.68,0.69
3991,87.43,0.38,19h05m30.24s,-41d26m15.49s,4250.0,0.68,0.69
3992,88.1,7.4,10h08m52.38s,+69d16m35.83s,3872.0,0.64,0.63
3993,88.92,2.57,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
3994,88.54,1.73,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
3995,88.795,2.98,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
3996,85.03,3.08,22h33m35.8683s,-43d26m11.9167s,5397.0,0.97,0.9
3997,89.37,0.56,06h08m31.97s,-59d32m28.08s,6050.0,1.13,1.33
3998,88.09,1.68,07h31m51.76s,-73d36m22.15s,6255.0,1.35,1.53
3999,82.01,0.686,04h54m48.34s,-76d40m50.17s,5404.0,0.95,1.17
4000,87.24,0.49,05h19m04.3s,-71d53m43.9s,6495.0,1.44,1.65
4001,80.98,0.76,01h07m06.88s,-75d11m56.19s,5880.0,1.15,1.29
4002,88.2,7.53,21h06m31.65s,-26d41m34.29s,5645.0,1.13,1.78
4003,88.31,1.14,08h02m26.55s,+64d47m48.93s,3980.0,0.65,0.62
4004,89.77,0.32,19h57m42.44s,+40d08m36.05s,3841.0,0.63,0.61
4005,89.83,0.76,04h55m55.25s,-63d15m36.2s,5026.0,0.87,0.84
4006,88.364,0.34,04h55m55.25s,-63d15m36.2s,5026.0,0.87,0.84
4007,88.65,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4008,89.53,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4009,89.69,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4010,87.63,,09h36m28.65s,-50d27m47.14s,6295.0,1.18,1.28
4011,89.66,,06h28m23.229s,-65d34m45.522s,3461.0,0.41,0.42
4012,88.868,,06h28m23.229s,-65d34m45.522s,3461.0,0.41,0.42
